title,author,average_rate,genre,summary,link,year,category
The Six: The Untold Story of America's First Women Astronauts,Loren Grush,4.37,Nonfiction,"In the bestselling tradition of Hidden Figures and Code Girls, the remarkable true story of America’s first women astronauts—six extraordinary women, each making history going to orbit aboard NASA’s Space Shuttle.When NASA sent astronauts to the moon in the 1960s and 1970s the agency excluded women from the corps, arguing that only military test pilots—a group then made up exclusively of men—had the right stuff. It was an era in which women were steered away from jobs in science and deemed unqualified for space flight. Eventually, though, NASA recognized its blunder and opened the application process to a wider array of hopefuls, regardless of race or gender. From a candidate pool of 8,000 six elite women were selected in 1978—Sally Ride, Judy Resnik, Anna Fisher, Kathy Sullivan, Shannon Lucid, and Rhea Seddon.In The Six , acclaimed journalist Loren Grush shows these brilliant and courageous women enduring claustrophobic—and sometimes deeply sexist—media attention, undergoing rigorous survival training, and preparing for years to take multi-million-dollar payloads into orbit. Together, the Six helped build the tools that made the space program run. One of the group, Judy Resnik, sacrificed her life when the Space Shuttle Challenger exploded at 46,000 feet. Everyone knows of Sally Ride’s history-making first space ride, but each of the Six would make their mark.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
"Killing the Witches: The Horror of Salem, Massachusetts",Bill O'Reilly,3.77,History,"With over 19 million copies in print and a remarkable record of #1New York Times, Wall Street Journal, USA Today, andPublishers Weeklybestsellers, Bill O'Reilly'sKillingseries is the most popular series of narrative histories in the world.Killing the Witchesrevisits one of the most frightening and inexplicable episodes in American history: the events of 1692 and 1693 in Salem Village, Massachusetts. What began as a mysterious affliction of two young girls who suffered violent fits and exhibited strange behavior soon spread to other young women. Rumors of demonic possession and witchcraft consumed Salem. Soon three women were arrested under suspicion of being witches--but as the hysteria spread, more than 200 people were accused. Thirty were found guilty, twenty were executed, and others died in jail or their lives were ruined.What really happened in Salem? Killing the Witchestells the horrifying story of a colonial town's madness, offering the historical context of similar episodes of community mania during that time, and exploring the evidence that emerged in the Salem trials, in contemporary accounts, and in subsequent investigations. The result is a compulsively readable book about good, evil, and how fear can overwhelm fact and reason.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Valiant Women: The Extraordinary American Servicewomen Who Helped Win World War II,Lena Andrews,4.04,Nonfiction,"A groundbreaking new history of the role of American servicewomen in WWII, illuminating their forgotten yet essential contributions to the Allies’ victory.Valiant Women is the story of the 350,000 American women who served in uniform during World War II. These incredible women served in every service branch, in every combat theater, and in nearly two-thirds of the available military occupations at the time.They were pilots, codebreakers, ordnance experts, gunnery instructors, metalsmiths, chemists, translators, parachute riggers, truck drivers, radarmen, pigeon trainers, and much more. They were directly involved in some of the most important moments of the war, from the D-Day landings to the peace negotiations in Paris. These women—who hailed from every race, creed, and walk of life—died for their country and received the nation’s highest honors. Their work, both individually and in total, was at the heart of the Allied strategy that won World War II.Yet, until now, their stories have been relegated to the dusty shelves of military archives or a passing mention in the local paper. Often the women themselves kept their stories private, even from their own families.Now,military analyst Lena Andrews corrects the record with the definitive and comprehensive historical account of American servicewomen during World War II, based on new archival research, firsthand interviews with surviving veterans, and a deep professional understanding of military history and strategy.Supplemental enhancement PDF accompanies the audiobook.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Black AF History: The Un-Whitewashed Story of America,Michael Harriot,4.57,History,"From acclaimed columnist and political commentator Michael Harriot, a searingly smart and bitingly hilarious retelling of American history that corrects the record and showcases the perspectives and experiences of Black Americans.America’s backstory is a whitewashed mythology implanted in our collective memory. It is the story of the pilgrims on the Mayflower building a new nation. It is George Washington’s cherry tree and Abraham Lincoln’s log cabin. It is the fantastic tale of slaves that spontaneously teleported themselves here with nothing but strong backs and negro spirituals. It is a sugarcoated legend based on analmosttrue story.It should come as no surprise that the dominant narrative of American history is blighted with errors and oversights—after all, history books were written by white men with their perspectives at the forefront. It could even be said that the devaluation and erasure of the Black experience is as American as apple pie.InBlack AF History, Michael Harriot presents a more accurate version of American history. Combining unapologetically provocative storytelling with meticulous research based on primary sources as well as the work of pioneering Black historians, scholars, and journalists, Harriot removes the white sugarcoating from the American story, placing Black people squarely at the center. With incisive wit, Harriot speaks hilarious truth to oppressive power, subverting conventional historical narratives with little-known stories about the experiences of Black Americans. From the African Americans who arrived before 1619 to the unenslavable bandit who inspired America’s first police force, this long overdue corrective provides a revealing look into our past that is as urgent as it is necessary. For too long, we have refused to acknowledge that American history iswhite history. Not this one. This history isBlack AF.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,4.41,Nonfiction,"A historical thriller by the Pulitzer and National Book Award-winning author that tells the riveting story of the Klan's rise to power in the 1920s, the cunning con man who drove that rise, and the woman who stopped them.The Roaring Twenties--the Jazz Age--has been characterized as a time of Gatsby frivolity. But it was also the height of the uniquely American hate group, the Ku Klux Klan. Their domain was not the old Confederacy, but the Heartland and the West. They hated Blacks, Jews, Catholics and immigrants in equal measure, and took radical steps to keep these people from the American promise. And the man who set in motion their takeover of great swaths of America was a charismatic charlatan named D.C. Stephenson.Stephenson was a magnetic presence whose life story changed with every telling. Within two years of his arrival in Indiana, he’d become the Grand Dragon of the state and the architect of the strategy that brought the group out of the shadows – their message endorsed from the pulpits of local churches, spread at family picnics and town celebrations. Judges, prosecutors, ministers, governors and senators across the country all proudly proclaimed their membership. But at the peak of his influence, it was a seemingly powerless woman – Madge Oberholtzer – who would reveal his secret cruelties, and whose deathbed testimony finally brought the Klan to their knees.A FEVER IN THE HEARTLAND marries a propulsive drama to a powerful and page-turning reckoning with one of the darkest threads in American history.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Pathogenesis: A History of the World in Eight Plagues,Jonathan Kennedy,3.97,Nonfiction,"An account of how the major transformations in history—from the rise of Homo sapiens to the birth of capitalism—have been shaped not by humans but by germsAccording to the accepted narrative of progress, humans have thrived thanks to their brains and brawn, collectively bending the arc of history. But in this revelatory book, Professor Jonathan Kennedy argues that the myth of human exceptionalism overstates the role that we play in social and political change. Instead, it is the humble microbe that wins wars and topples empires.Drawing on the latest research in fields ranging from genetics and anthropology to archaeology and economics,Pathogenesistakes us through sixty thousand years of history, exploring eight major outbreaks of infectious disease that have made the modern world. Bacteria and viruses were protagonists in the demise of the Neanderthals, the growth of Islam, the transition from feudalism to capitalism, the devastation wrought by European colonialism, and the evolution of the United States from an imperial backwater to a global superpower. Even Christianity rose to prominence in the wake of a series of deadly pandemics that swept through the Roman Empire in the second and third centuries: Caring for the sick turned what was a tiny sect into one of the world’s major religions.By placing disease at the center of his wide-ranging history of humankind, Kennedy challenges some of the most fundamental assumptions about our collective past—and urges us to view this moment as another disease-driven inflection point that will change the course of history. Provocative and brimming with insight,Pathogenesistransforms our understanding of the human story.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Astor: The Rise and Fall of an American Fortune,Anderson Cooper(Author/Narrator),3.82,Nonfiction,"The number one New York Times bestselling authors of Vanderbilt return with another riveting history of a legendary American family, the Astors, and how they built and lavished their fortune.The story of the Astors is a quintessentially American story—of ambition, invention, destruction, and reinvention.From 1783, when German immigrant John Jacob Astor first arrived in the United States, until 2009, when Brooke Astor’s son, Anthony Marshall, was convicted of defrauding his elderly mother, the Astor name occupied a unique place in American society.The family fortune, first made by a beaver trapping business that grew into an empire, was then amplified by holdings in Manhattan real estate. Over the ensuing generations, Astors ruled Gilded Age New York society and inserted themselves into political and cultural life, but also suffered the most famous loss on the Titanic, one of many shocking and unexpected twists in the family’s story.In this unconventional, page-turning historical biography, featuring black-and-white and color photographs, #1 New York Times bestselling authors Anderson Cooper and Katherine Howe chronicle the lives of the Astors and explore what the Astor name has come to mean in America—offering a window onto the making of America itself.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
The Earth Transformed: An Untold History,Peter Frankopan,3.93,History,"A revolutionary new history that reveals how climate change has dramatically shaped the development—and demise—of civilizations across timeGlobal warming is one of the greatest dangers mankind faces today. Even as temperatures increase, sea levels rise, and natural disasters escalate, our current environmental crisis feels difficult to predict and understand. But climate change and its effects on us are not new. In a bold narrative that spans centuries and continents, Peter Frankopan argues that nature has always played a fundamental role in the writing of history. From the fall of the Moche civilization in South America that came about because of the cyclical pressures of El Niño to volcanic eruptions in Iceland that affected Egypt and helped bring the Ottoman empire to its knees, climate change and its influences have always been with us.Frankopan explains how the Vikings emerged thanks to catastrophic crop failure, why the roots of regime change in Eleventh-Century Baghdad lay in the collapse of cotton prices resulting from unusual climate patterns, and why the western expansion of the frontiers in North America was directly affected by solar flare activity in the eighteenth century. Again and again, Frankopan shows that when past empires have failed to act sustainably, they have been met with catastrophe. Blending brilliant historical writing and cutting-edge scientific research,Climatewill radically reframe the way we look at the world and our future.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Star Crossed: A True Romeo and Juliet Story in Hitler's Paris,Heather Dune Macadam,4.03,History,"Paris, 1940. The City of Light has fallen under German Occupation. Among patriotic Parisians, the pursuit of art, culture, and jazz have become bold acts of defiance. So has forbidden romance for talented and spirited Jewish teenager Annette Zelman, a student at the Beaux-Arts, and dashing young Catholic poet Jean Jausion. Despite their devout families' vehement opposition, the young couple finds acceptance at the famed Café de Flore, whose habitues include Simone de Beauvoir, Jean-Paul Sartre, Pablo Picasso, Django Reinhardt, and other luminaries of the Latin Quarter's creative world.For a time, Annette and Jean feel they have eluded the brute might of the relentless Nazis--and more immediately, their parents' threats and demands. But as restrictions on the Jewish community escalate to arrests and deportations, the malevolent forces gathering around the young lovers set them on divergent and tragically inevitable paths. Drawn from never-before-published family letters and other treasures, as well as archival sources and exclusive interviews,Star-Crossedoffers precious insight into the Holocaust and the lives that French people bravely led under the Hitler regime.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,Ilyon Woo,4.04,Nonfiction,"New York TimesBestseller |New York Times10 Best Books of 2023The remarkable true story of Ellen and William Craft, who escaped slavery through daring, determination, and disguise, with Ellen passing as a wealthy, disabled White man and William posing as “his” slave.In 1848, a year of international democratic revolt, a young, enslaved couple, Ellen and William Craft, achieved one of the boldest feats of self-emancipation in American history. Posing as master and slave, while sustained by their love as husband and wife, they made their escape together across more than 1,000 miles, riding out in the open on steamboats, carriages, and trains that took them from bondage in Georgia to the free states of the North.Along the way, they dodged slave traders, military officers, and even friends of their enslavers, who might have revealed their true identities. The tale of their adventure soon made them celebrities, and generated headlines around the country. Americans could not get enough of this charismatic young couple, who traveled another 1,000 miles criss-crossing New England, drawing thunderous applause as they spoke alongside some of the greatest abolitionist luminaries of the day—among them Frederick Douglass and William Wells Brown.But even then, they were not out of danger. With the passage of an infamous new Fugitive Slave Act in 1850, all Americans became accountable for returning refugees like the Crafts to slavery. Then yet another adventure began, as slave hunters came up from Georgia, forcing the Crafts to flee once again—this time from the United States, their lives and thousands more on the line and the stakes never higher.With three epic journeys compressed into one monumental bid for freedom, Master Slave Husband Wife is an American love story—one that would challenge the nation’s core precepts of life, liberty, and justice for all—one that challenges us even now.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
When Crack Was King: A People's History of a Misunderstood Era,Donovan X. Ramsey,4.38,Nonfiction,"A kaleidoscopic account of the crack cocaine era and a community’s ultimate resilience, told through a cast of characters whose lives illuminate the dramatic rise and fall of the epidemicThe crack epidemic of the 1980s and 1990s is arguably the least examined crisis in American history. Beginning with the myths inspired by Reagan’s war on drugs, journalist Donovan X. Ramsey’s exacting analysis traces the path from the last triumphs of the Civil Rights Movement to the devastating realities we live with a racist criminal justice system, continued mass incarceration and gentrification, and increased police brutality.When Crack Was Kingfollows four individuals to give us a startling portrait of crack’s destruction and devastating Elgin Swift, an archetype of American industry and ambition and the son of a crack-addicted father who turned their home into a “crack house”; Lennie Woodley, a former crack addict and sex worker; Kurt Schmoke, the longtime mayor of Baltimore and an early advocate of decriminalization; and Shawn McCray, community activist, basketball prodigy, and a founding member of the Zoo Crew, Newark’s most legendary group of drug traffickers.Weaving together riveting research with the voices of survivors,When Crack Was Kingis a crucial reevaluation of the era and a powerful argument for providing historically violated communities with the resources they deserve.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
The Confidante: The Untold Story of the Woman Who Helped Win WWII and Shape Modern America,Christopher C. Gorham,4.33,History,"Perfect for readers ofA Woman of No Importance,Three Ordinary Girls, andEleanor: A Lifecomes the first-ever biography of Anna Marie Rosenberg, the Hungarian Jewish immigrant who became FDR’s closest advisor during World War II and, according toLIFE, “the most important official woman in the world” —a woman of many firsts, whose story, forgotten for too long, is extraordinary, inspiring, and uniquely American. Her life ran parallel to the front lines of history yet her influence on 20th century America, from the New Deal to the Cold War and beyond, has never before been told.“Far and away the most important woman in the American government, and perhaps the most important official female in the world.” —LIFEmagazine, 1952As Franklin Delano Roosevelt’s special envoy to Europe in World War II she went where the president couldn’t go. She was among the first Allied women to enter a liberated concentration camp, and stood in the Eagle’s Nest, Hitler’s mountain retreat, days after its capture. She guided the direction of the G.I. Bill of Rights and the Manhattan Project. Though Anna Rosenberg emerged from modest immigrant beginnings, equipped with only a high school education, she was the real power behind national policies critical to America winning the war and prospering afterward. Astonishingly, her story remains largely forgotten.With a disarming mix of charm and Tammany-hewn toughness, Rosenberg began her career in public relations in 1920s Manhattan. She became friends with Eleanor Roosevelt, who recommended Anna to her husband, who was then running for Governor of New York. As FDR’s unofficial adviser, Rosenberg soon wielded enormous influence—no less potent for being subtle. Roosevelt dubbed her “my Mrs. Fix-It.” Her extraordinary career continued after his death.By 1950, she was tapped to become the assistant secretary of defense—the highest position ever held by a woman in the US military—prompting Senator Joe McCarthy to wage an unsuccessful smear campaign against her. In 1962, she organized John F. Kennedy’s infamous birthday gala, sitting beside him while Marilyn Monroe sang. Until the end of her life, Rosenberg fought tirelessly for causes from racial integration to women’s equality to national health care.More than the story of one remarkable woman,The Confidanteexplores who gets to be at the forefront of history, and why. Though she was not quite a hidden figure, Rosenberg’s position as “the power behind,” combined with her status as an immigrant and a Jewish woman, served to diminish her importance. In this inspiring, impeccably researched, and revelatory book, Christopher C. Gorham at last affords Anna Rosenberg the recognition she so richly deserves.“A fitting tribute to a trailblazer.” —Publishers Weekly“Wonderfully told…perfect for readers of history, biography, politics, and feminism.” —Booklist“A well-deserved first biography.” —Kirkus Reviews",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Rough Sleepers,Tracy Kidder,4.36,Nonfiction,"InRough Sleepers, Tracy Kidder shows how one person can make a difference, as he tells the story of Dr. Jim O’Connell, a man who invented ways to create a community of care for a city’s unhoused population, including those who sleep on the streets—the “rough sleepers.”When Jim O’Connell graduated from Harvard Medical School and was nearing the end of his residency at Massachusetts General Hospital, the chief of medicine made a proposal: Would he defer a prestigious fellowship and spend a year helping to create an organization to bring health care to homeless citizens? Jim took the job because he felt he couldn’t refuse. But that year turned into his life’s calling. Tracy Kidder spent five years following Dr. O’Connell and his colleagues as they served their thousands of homeless patients. In this book, we travel with O’Connell as he navigates the city, offering medical care, socks, soup, empathy, humor, and friendship to some of the city’s most vulnerable citizens. He emphasizes a style of medicine in which patients come first, joined with their providers in what he calls “a system of friends.”",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
"There Will Be Fire: Margaret Thatcher, the IRA, and Two Minutes That Changed History",Rory Carroll,4.38,History,"Killing Thatcheris the gripping account of how the IRA came astonishingly close to killing Margaret Thatcher and to wiping out the British Cabinet – an extraordinary assassination attempt linked to the Northern Ireland Troubles and the most daring conspiracy against the Crown since the Gunpowder Plot.In this fascinating and compelling book, veteran journalist Rory Carroll retraces the road to the infamous Brighton bombing in 1984 – an incident that shaped the political landscape in the UK for decades to come. He begins with the infamous execution of Lord Mountbatten in 1979 – for which the IRA took full responsibility – before tracing the rise of Margaret Thatcher, her response to the ‘Troubles’ in Ireland and the chain of events that culminated in the hunger strikes of 1981 and the death of 10 republican prisoners, including Bobby Sands. From that moment on Thatcher became an enemy of the IRA – and the organisation swore revenge.Opening with a brilliantly-paced prologue that introduces bomber Patrick Magee in the build up to the incident, Carroll sets out to deftly explore the intrigue before and after the assassination attempt – with the story spanning three continents, from pubs and palaces, safe houses and interrogation rooms, hotels and barracks. On one side, an elite IRA team aided by a renegade priest, US-raised funds and Libya’s Qaddafi and on the other, intelligence officers, police detectives, informers and bomb disposal officers. An exciting narrative that blends true crime with political history, this is the first major book to investigate the Brighton attack.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,history-biography
Being Henry: The Fonz . . . and Beyond,Henry Winkler,4.22,Nonfiction,"From Emmy-award winning actor, author, comedian, producer, and director Henry Winkler, a deeply thoughtful memoir of the lifelong effects of stardom and the struggle to become whole.Henry Winkler, launched into prominence by his role as “The Fonz” in the beloved Happy Days, has transcended the role that made him who he is. Brilliant, funny, and widely-regarded as the nicest man in Hollywood (though he would be the first to tell you that it’s simply not the case, he’s really just grateful to be here), Henry shares in this achingly vulnerable memoir the disheartening truth of his childhood, the difficulties of a life with severe dyslexia, the pressures of a role that takes on a life of its own, and the path forward once your wildest dream seems behind you.Since the glorious era of Happy Days fame, Henry has endeared himself to a new generation with roles in such adored shows as Arrested Development, Parks and Recreation, and Barry, where he’s revealed himself as an actor with immense depth and pathos, a departure from the period of his life when he was so distinctly typecast as The Fonz, he could hardly find work.Filled with profound heart, charm, and self-deprecating humor, Being Henry is a memoir about so much more than a life in Hollywood and the curse of stardom. It is a meaningful testament to the power of sharing truth and kindness and of finding fulfillment within yourself.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
Leslie F*cking Jones,Leslie     Jones,4.16,Memoir,"Hey you guys, it’s Leslie. I’m excited to share my story with you.Now, I’m gonna be honest: Some of the details might be vague because a b*tch is fifty-five and she’s smoked a ton of weed. But while bits might be a touch hazy, I can promise you the underlying truth is REAL. Whether I’m talking about my childhood growing up in the South, my early stand-up days driving from gig to gig through the darkest parts of our country and praying I wouldn’t get murdered, what Chris Rock told Lorne Michaels, that time I wanted to shoot Whoopi Goldberg on SNL, and yeah, I’ll tell you all about Ghostbusters and the nudes and Supermarket Sweep and The Daily Show . . . I’m sharing it all in these pages. It’s not easy being a woman in comedy, especially when you’re a tall-*ss Black woman with a trumpet voice. I have to fight so that no one takes me for granted, and no one takes advantage. These are the stories that explain why. (Cue the Law & Order theme.)",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
"Sure, I'll Join Your Cult: A Memoir of Mental Illness and the Quest to Belong Anywhere",Maria Bamford,3.90,Memoir,"From “weird, scary, ingenious” (The New York Times) stand-up comedian Maria Bamford, a brutally honest and hilariously frenetic memoir about show business, mental health, and the comfort of rigid belief systems—from Dale Carnegie’sHow to Win Friends and Influence People, to Suzuki violin training, to Richard Simmons, to 12-step programs.Maria Bamford is a comedian’s comedian (an outsider among outsiders) and has forever fought to find a place to belong. From struggling with an eating disorder as a child of the 1980s, to navigating a career in the arts (and medical debt and psychiatric institutionalization), she has tried just about every method possible to not only be a part of the world, but to want to be a part of it.In Bamford’s signature voice,Sure, I’ll Join Your Cult, brings us on a quest to participate insomething. With sincerity and transparency, she recounts every anonymous fellowship she has joined (including but not limited to: Debtors Anonymous, Sex and Love Addicts Anonymous, and Overeaters Anonymous), every hypomanic episode (from worrying about selling out under capitalism to enforcing union rules on her Netflix TV show set to protect her health), and every easy 1-to-3-step recipe for fudge in between.Singular and inimitable, Bamford’s memoir explores what it means to keep going, and to be a member of society (or any group she’s invited to) despite not being very good at it. In turn, she hopes to transform isolating experiences into comedy that will make you feel less alone (without turning into a cult following).",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
Quietly Hostile: Essays,Samantha Irby,3.74,Nonfiction,"Samantha Irby invites us to share in the gory particulars of her real life, all that festers behind the glitter and glam.The success of Irby's career has taken her to new heights. She fields calls with job offers from Hollywood and walks the red carpet with the iconic ladies of Sex and the City. Finally, she has made it. But, behind all that new-found glam, Irby is just trying to keep her life together as she always had.Her teeth are poisoning her from inside her mouth, and her diarrhea is back. She gets turned away from a restaurant for wearing ugly clothes, she goes to therapy and tries out Lexapro, gets healed with Reiki, explores the power of crystals, and becomes addicted to QVC. Making light of herself as she takes us on an outrageously funny tour of all the details that make up a true portrait of her life, Irby is once again the relatable, uproarious tonic we all need.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
Strong Female Character,Fern  Brady,4.54,Nonfiction,"'This is a book about how being a woman gets in the way of people's expectation of what autism should look like and, equally, how being autistic gets in the way of people's expectations of what a woman should look like.'Strong Female Character is a game-changing memoir on sexism and neurodiversity. Fern Brady will use her voice as a neurodivergent, working-class woman from Scotland to bring issues such as sex work, abusive relationships and her time spent in teenage mental health units to the page. It will take a sledgehammer to the Manic Pixie Dream Girl trope which is mistakenly applied to neurodiverse women. It will also look at how her lack of regard for social expectations ultimately meant she surpassed any limitations of what a Scottish working-class woman can do.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
Unruly: A History of England's Kings and Queens,David   Mitchell,4.21,History,"Discover who we are and how we got here in comedian, star of Peep Show and student of history David Mitchell's A History of England's Kings and Queens - a thoughtful, funny exploration of the founding fathers and mothers of England, and subsequently Britain.Think you know your kings and queens? Think again.In UNRULY , David Mitchell explores how England's monarchs, while acting as feared rulers firmly guiding their subjects' destinies, were in reality a bunch of lucky sods who were mostly as silly and weird in real life as they appear today in their portraits.Taking us right back to King Arthur ( he didn't exist), David tells the founding story of post-Roman England right up to the reign of Elizabeth I ( she dies). It's a tale of narcissists, inadequate self-control, excessive beheadings, middle-management insurrection, uncivil wars, and at least one total Cnut, as the population evolved from having their crops nicked by the thug with the largest armed gang to bowing and paying taxes to a divinely anointed king.How this happened, who it happened to and why it matters in modern Britain are all questions David answers with brilliance, wit and the full erudition of a man who once studied history - and won't let it off the hook for the mess it's made.A funny book about a serious subject, UNRULY is for anyone who has ever wondered how we got here - and who is to blame.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
The World Record Book of Racist Stories,Amber Ruffin,4.42,Nonfiction,"From theNew York Timesbestselling authors ofYou’ll Never Believe What Happened to Lacey, comedian Amber Ruffin and her sister Lacey, a new collection of hilarious, intergenerational anecdotes full of absurd detail about everyday experiences of racism.Families may not always see eye to eye; we get on each other’s nerves, have different perspectives and lives—especially when we consider how we've grown up in different generations. But for the Ruffin family and many others, there has been one constant that connects them: racism hasn’t gone anywhere.From her raucous musical numbers to turning upsetting news into laughs as the host ofThe Amber Ruffin Showor in herLate Night with Seth Meyerssegments, Amber is no stranger to finding the funny wherever she looks. With equal parts heart and humor, she and her sister Lacey Lamar shared some of the eye-opening and outrageous experiences Lacey had faced in Nebraska in their first book. Now, the dynamic duo makes it clear—Lacey isn’t the only one in the family with ridiculous encounters to share! Amber and Lacey have many more uproarious stories, both from their own lives and the entire Ruffin family.Recounting the wildest tales of racism from their parents, their siblings, and Amber’s nieces and nephews, this intergenerational look at ludicrous (but all too believable) everyday racism as experienced across age, gender, and appearance will have you gasping with shockandlaughter in turn. Validating for anyone who has first-hand experience, and revealing for anyone who doesn’t, Amber and Lacey’s next book helps us all find the absurdity in the pervasive frustrations of racism. Illuminating and packed with love and laughter, this is a must-read for just about everyone.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
Black Friend: Essays,Ziwe,4.35,Nonfiction,"From a rapidly rising comedy star, a bold, biting, and deeply hilarious takedown—and send-up—of our culture’s (mis)understanding of raceZiwe made a name for herself staring interviewees in the eye and asking: “How many Black friends do you have?” She’s an expert at making people squirm, coming right out and asking the tough questions about race and racism that our culture has made white people experts at dancing around.InThe Book of Ziwe, she turns this incisive perspective on the culture at large, with the signature blend of devastating bluntness and incredible warmth that keeps her guests coming back. Throughout the book, Ziwe mixes bite-sized moments of insight with longer essays that take a range of forms, from serious distillations of cultural phenomena to a transcript of “A Conversation with a Cancelled White Person,” and even a Choose Your Own Adventure-style piece about navigating race in everyday life.Personal and funny, but also challenging and engaging,The Book of Ziwetackles questions about race and racism head-on, approaching the issue in a manner that evokes the way it comes up in the real world—not through deliberate studies of history and theory, which are so important, but in an awkward conversation at a party or ayikescomment from a coworker in the break room. The book lives in the moment of discomfort that can be the most truly educational way of unlearning biases. Plus, like everything Ziwe does, it will startle you with how much it makes you laugh.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
"Congratulations, the Best is Over!",R. Eric Thomas,4.12,Nonfiction,"The beloved bestselling author ofHere for Itpresents a collection of heartening, thoughtful, and laugh-out-loud essays about the lifelong search for community and returning home.After going viral ""reading"" the chaotic political news, having one-too-many awkward social encounters, and coming to terms with his intersecting identities, R. Eric Thomas is ready to live his best life--or, if not, at least his best-ish life.Now, in this collection of insightful and hilarious essays, Thomas finds himself doing things completely out of character, starting with moving back to his perpetually misunderstood hometown of Baltimore. They say you can't go home again, but what if you and home have changed beyond recognition? From attending his twenty-year high school reunion and discovering another person's face on his name badge, to splattering an urgent care room with blood à laThe Shining, to being terrorized by a plague of gay frogs who've overtaken his backyard, Thomas shares the nitty, and sometimes gritty, details of wrestling with your past life while in the middle of a new one. With wit, heart, and hope for the future,Congratulations, The Best Is Over!is the not-so-gentle reminder we all need that even when life doesn't go according to plan, we can still find our way back home.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2023,humor
